月份,名称,对应收款id,对应订单编号,退款美金,手续费美金,美金退款合计,退款原始金额,原始币种,运营,归属,订单付款时间,订单所属月份,争议费,类型,退款类型,运营.1
2024-12.01-12.31,鼎锋onerway手动退款,1865946552418582528,2412090918248472021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-09,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1860669574077612032,2411242059293572021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-24,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1861856891832238080,2411280337288042021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-28,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859666671271546880,2411220234196142021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-22,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858105005597663232,2411171908491172021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862965473675976704,2412010502354492021484887,49.89,1,50.89,49.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-01,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866570944236359680,2412110342588322021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-11,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858230937440362496,2411180322271312021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859738092815384576,2411220715113242021484887,49.98,1,50.98,49.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-22,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1870570691683028992,2412220443009052021464603,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-22,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway拒付退款,1865480685280964608,2412080259449922021464603,51.4,20,71.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-08,2024-12,,拒付退款,拒付退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858543397422641152,2411190010509512021484887,51.98,1,52.98,51.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858539966448414720,2411182346489012021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866230726006276096,2412100517323352021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-10,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866545092215836672,2412110202292102021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-11,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864374383699968000,2412050221057582021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1868043135037620224,2412150511188532021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-15,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864901616726323200,2412061316076862021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1860725960576729088,2411250043339802021484887,47.09,1,48.09,47.09,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-25,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1861063697725009920,2411252305361272021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-25,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857969024680730624,2411171008282712021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864524040195420160,2412032342384042021484887,47.09,1,48.09,47.09,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864833442802712576,2412060845134262021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855690296554561536,2411110313388722021484887,47.09,1,48.09,47.09,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1860200276355842048,2411231354401202021484887,49.98,1,50.98,49.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-23,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864297132388134912,2412042114077492021484887,47.89,1,48.89,47.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-04,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1867228020025479168,2412122320259072021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-12,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858204280117661696,2411180141154002021484887,49.99,1,50.99,49.99,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858855627330551808,2411192048394232021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859382572103372800,2411210745246062021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-21,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864812989346361344,2412060720501582021484887,47.18,1,48.18,47.18,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857563120223264768,2411160715212622021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858235785531494400,2411180348292222021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862942762945875968,2412010332202422021484887,47.09,1,48.09,47.09,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-01,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1854547146586849280,2411072248149362021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-07,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857623084375609344,2411161113503462021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862230926265028608,2411290423458822021484887,47.89,21,68.89,47.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-29,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863662881082851328,2412030313506952021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-03,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863431221418532864,2412021153184332021484887,47.98,1,48.98,47.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-02,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859690766289731584,2411220133445282021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-22,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1865615129933398016,2412081231224562021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-08,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863344660022697984,2412020606329442021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-02,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1869215593484652544,2412181047279972021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-18,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856798628036091904,2411140437144692021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862904250229981184,2411292229243942021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-01,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855727051236319232,2411110539402422021484887,51.4,1,52.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856173056821956608,2411121111569252021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-12,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862646714453065728,2411300755573242021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-30,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1854554020925284352,2411072358281142021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-07,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863321259040186368,2412020436201892021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-02,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866389286128320512,2412101547353112021464603,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-10,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1854552788055752704,2411072353342472021484887,49.99,1,50.99,49.99,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-07,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856693164879253504,2411132138399902021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862519128175542272,2411292328587952021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-29,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858551984639315968,2411190044574212021484887,51.4,1,52.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856861933647826944,2411140844103692021484887,47.89,1,48.89,47.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858133075503226880,2411172100217132021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864600624847794176,2412051720055932021464603,52.4,21,73.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857906462811365376,2411170559525782021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858219071079059456,2411180235037782021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858889348897181696,2411192305315452021484887,52.49,1,53.49,52.49,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1869064500515573760,2412180057255242021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-18,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1869194209282883584,2412180933219582021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-18,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864448970492100608,2412050717282882021464603,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857969132801499136,2411171005081312021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857787039559589888,2411162205202112021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1869163374655705088,2412180730494512021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-18,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862682800906706944,2411300954214432021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-30,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863797645378990080,2412031209202732021464603,52.4,21,73.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-03,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863929347594137600,2412032048358102021484887,47.89,1,48.89,47.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-03,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857831316310331392,2411170058092982021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855965130102546432,2411112125438492021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858011296398970880,2411171256277522021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857564457480626176,2411160718044502021484887,51.4,1,52.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1865107708018307072,2412070248049282021464603,52.9,1,53.9,52.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-07,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862554951730204672,2411300151186432021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-30,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857409650233057280,2411152103402822021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857024960326148096,2411141937069422021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1861138815201456128,2411260404054952021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-26,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858874245619515392,2411192205309762021484887,49.99,1,50.99,49.99,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856402058752954368,2411130221553642021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
